中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,880 Mbps,112640 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,6 ms,800 Mbps,102400 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,3 ms,1096 Mbps,140288 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,44 ms,367 Mbps,47001 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,26 ms,624 Mbps,79872 kB/s
35.230.79.26,443,35.212.212.2,US,Seattle,隧道,24 ms,912 Mbps,116736 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,72 ms,348 Mbps,44544 kB/s
35.197.23.75,443,35.212.212.2,US,Seattle,隧道,23 ms,928 Mbps,118784 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,42 ms,888 Mbps,113664 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,17 ms,1368 Mbps,175104 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,87 ms,47 Mbps,6115 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,85 ms,7 Mbps,933 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,118 ms,44 Mbps,5742 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,114 ms,43 Mbps,5587 kB/s
3.112.21.102,443,3.112.21.102,JP,Osaka,中转,112 ms,206 Mbps,26419 kB/s
168.138.212.80,443,168.138.212.80,JP,Osaka,中转,131 ms,45 Mbps,5812 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,118 ms,102 Mbps,13107 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,168 ms,111 Mbps,14233 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,137 ms,42 Mbps,5466 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,159 ms,111 Mbps,14233 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,165 ms,13 Mbps,1697 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,188 ms,37 Mbps,4797 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,158 ms,123 Mbps,15769 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,181 ms,39 Mbps,5023 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,190 ms,44 Mbps,5750 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,151 ms,98 Mbps,12595 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,178 ms,45 Mbps,5875 kB/s
