中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,61 ms,276 Mbps,35430 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,14 ms,928 Mbps,118784 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,52 ms,424 Mbps,54272 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,52 ms,408 Mbps,52326 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,62 ms,371 Mbps,47513 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,52 ms,441 Mbps,56524 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,21 ms,484 Mbps,62054 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,50 ms,348 Mbps,44544 kB/s
192.9.138.241,443,192.9.138.241,,colo.txt:San Jose,中转,0 ms,412 Mbps,52838 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,95 ms,471 Mbps,60313 kB/s
152.70.183.28,443,98.98.156.6,DE,Frankfurt,隧道,110 ms,115 Mbps,14745 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,15 ms,816 Mbps,104448 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,52 ms,415 Mbps,53145 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,70 ms,56 Mbps,7181 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,55 ms,404 Mbps,51712 kB/s
47.90.141.204,443,91.149.239.64,US,Los Angeles,隧道,65 ms,13 Mbps,1701 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,53 ms,44 Mbps,5756 kB/s
158.101.214.203,443,2606:f240:f00:2be4:0:c62f:3c68:8526,US,Paris,隧道,110 ms,188 Mbps,24064 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,217 ms,185 Mbps,23756 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,101 ms,207 Mbps,26521 kB/s
193.123.34.7,443,2a0b:21c0:1007:ca:0:e193:d57:9377,DE,Frankfurt,隧道,108 ms,188 Mbps,24064 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,65 ms,71 Mbps,9137 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,110 ms,192 Mbps,24576 kB/s
47.89.151.17,443,47.89.151.17,US,Ashburn,中转,150 ms,59 Mbps,7659 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,209 ms,1 Mbps,245 kB/s
138.2.161.97,443,2a0b:21c0:100a:1b6:0:f538:b8ef:8e6b,DE,Frankfurt,隧道,110 ms,180 Mbps,23040 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,98 ms,44 Mbps,5665 kB/s
129.80.116.250,443,2603:c020:4008:16ca:19e9:40f5:b8a0:c008,US,Ashburn,隧道,42 ms,350 Mbps,44851 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,236 ms,56 Mbps,7239 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,109 ms,192 Mbps,24678 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,101 ms,42 Mbps,5496 kB/s
144.22.252.124,443,144.22.252.124,BR,S
