中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,13 ms,7 Mbps,910 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,22 ms,781 Mbps,100044 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,58 ms,449 Mbps,57548 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,53 ms,395 Mbps,50585 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,227 Mbps,29081 kB/s
129.146.46.164,443,129.146.46.164,312 Mbps,40038 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,63 ms,339 Mbps,43417 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,65 ms,325 Mbps,41676 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,312 Mbps,39936 kB/s
35.230.79.26,443,35.212.173.121,US,Seattle,隧道,68 ms,377 Mbps,48332 kB/s
34.82.76.253,443,34.83.12.158,US,Seattle,隧道,67 ms,410 Mbps,52531 kB/s
35.197.23.75,443,35.212.173.121,US,Seattle,隧道,68 ms,370 Mbps,47411 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,100 ms,252 Mbps,32358 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,88 ms,50 Mbps,6463 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,105 ms,252 Mbps,32358 kB/s
152.70.62.177,443,163.123.193.24,DE,Frankfurt,隧道,110 ms,205 Mbps,26316 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,97 ms,43 Mbps,5554 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,169 ms,141 Mbps,18124 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,164 ms,38 Mbps,4987 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,174 ms,38 Mbps,4865 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,168 ms,31 Mbps,4051 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,200 ms,42 Mbps,5422 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,296 ms,0 Mbps,57 kB/s
