中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
34.82.76.253,443,34.127.98.139,US,Seattle,隧道,25 ms,753 Mbps,96460 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,5 ms,904 Mbps,115712 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,2 ms,1688 Mbps,216064 kB/s
129.146.46.164,443,129.146.46.164,344 Mbps,44032 kB/s
35.230.79.26,443,35.212.151.84,US,Seattle,隧道,29 ms,904 Mbps,115712 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,21 ms,592 Mbps,75776 kB/s
35.197.23.75,443,35.212.151.84,US,Seattle,隧道,25 ms,896 Mbps,114688 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,84 ms,46 Mbps,6014 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,111 ms,240 Mbps,30720 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,5 ms,572 Mbps,73318 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,66 ms,46 Mbps,5895 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,67 ms,471 Mbps,60313 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,105 ms,225 Mbps,28876 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,74 ms,288 Mbps,36864 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,114 ms,45 Mbps,5802 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,118 ms,16 Mbps,2115 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,162 ms,119 Mbps,15257 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,175 ms,112 Mbps,14438 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:110,KR,Seoul,隧道,143 ms,132 Mbps,16998 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,149 ms,43 Mbps,5539 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,130 ms,130 Mbps,16691 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,109 ms,166 Mbps,21299 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,193 ms,3 Mbps,390 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,171 ms,24 Mbps,3192 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,174 ms,136 Mbps,17408 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,170 ms,127 Mbps,16281 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,153 ms,38 Mbps,4874 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,159 ms,47 Mbps,6105 kB/s
143.47.183.201,443,2a0b:21c0:1007:c8:0:2c8b:1631:6a87,DE,Frankfurt,隧道,177 ms,114 Mbps,14643 kB/s
130.162.144.191,443,2a09:bac5:4733:1482::20b:7a,KR,Seoul,隧道,147 ms,39 Mbps,5068 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,143 ms,18 Mbps,2334 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,160 ms,45 Mbps,5862 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,154 ms,46 Mbps,5936 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,172 ms,0 Mbps,17 kB/s
47.57.233.126,443,47.88.10.133,US,San Jose,隧道,159 ms,2 Mbps,285 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,166 ms,115 Mbps,14745 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,202 ms,39 Mbps,5056 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,204 ms,10 Mbps,1352 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,180 ms,3 Mbps,469 kB/s
168.138.165.174,443,168.138.165.174,SG,Mumbai,中转,189 ms,27 Mbps,3503 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,243 ms,66 Mbps,8474 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,176 ms,27 Mbps,3580 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,239 ms,32 Mbps,4196 kB/s
152.70.71.23,443,152.70.71.23,IN,Marseille,中转,229 ms,32 Mbps,4183 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,1071 ms,264 Mbps,33792 kB/s
193.123.80.245,443,193.123.80.245,AE,Marseille,中转,260 ms,25 Mbps,3320 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,331 ms,0 Mbps,21 kB/s
