中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
34.82.76.253,443,34.168.189.228,US,Seattle,隧道,48 ms,510 Mbps,65331 kB/s
35.230.79.26,443,35.212.143.193,US,Seattle,隧道,69 ms,485 Mbps,62156 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,57 ms,405 Mbps,51916 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,13 ms,767 Mbps,98201 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,111 ms,204 Mbps,26214 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,20 ms,695 Mbps,88985 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,18 ms,80 Mbps,10240 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,61 ms,347 Mbps,44441 kB/s
35.197.23.75,443,35.212.143.193,US,Seattle,隧道,68 ms,510 Mbps,65331 kB/s
129.146.7.98,443,2a09:bac5:60e8:1173::1bd:9d,US,Los Angeles,隧道,68 ms,63 Mbps,8160 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,51 ms,430 Mbps,55091 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,17 ms,960 Mbps,122880 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,18 ms,54 Mbps,6933 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,22 ms,1160 Mbps,148480 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,58 ms,368 Mbps,47206 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,111 ms,242 Mbps,31027 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,55 ms,430 Mbps,55091 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,113 ms,184 Mbps,23552 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,112 ms,211 Mbps,27033 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,143 ms,149 Mbps,19148 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,103 ms,42 Mbps,5493 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,101 ms,49 Mbps,6305 kB/s
150.230.107.89,443,2607:a400:a:6c:0:8fbc:3810:965f,US,Los Angeles,隧道,151 ms,132 Mbps,16896 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,115 ms,247 Mbps,31641 kB/s
152.70.52.84,443,2a0b:21c0:1007:1cb:0:443d:4b18:d0,DE,Frankfurt,隧道,112 ms,203 Mbps,26009 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,157 ms,41 Mbps,5366 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,66 ms,224 Mbps,28774 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,117 ms,46 Mbps,5926 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,127 ms,45 Mbps,5771 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,122 ms,41 Mbps,5374 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,149 ms,159 Mbps,20377 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,124 ms,18 Mbps,2366 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,163 ms,39 Mbps,5103 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,161 ms,136 Mbps,17510 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,166 ms,39 Mbps,5041 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:114,KR,Seoul,隧道,185 ms,105 Mbps,13516 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,170 ms,109 Mbps,14028 kB/s
130.162.144.191,443,2a09:bac5:4737:1482::20b:9f,KR,Seoul,隧道,191 ms,39 Mbps,5088 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,185 ms,45 Mbps,5871 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,226 ms,2 Mbps,351 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,212 ms,31 Mbps,3987 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,201 ms,42 Mbps,5404 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,212 ms,0 Mbps,99 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,223 ms,80 Mbps,10240 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,206 ms,4 Mbps,521 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,174 ms,40 Mbps,5242 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,240 ms,57 Mbps,7359 kB/s
152.70.71.23,443,152.70.71.23,IN,Marseille,中转,250 ms,26 Mbps,3341 kB/s
193.123.80.245,443,193.123.80.245,AE,Frankfurt,中转,243 ms,32 Mbps,4213 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,289 ms,0 Mbps,13 kB/s
47.57.233.126,443,47.88.21.157,US,San Jose,隧道,191 ms,1 Mbps,196 kB/s
