中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,42 ms,437 Mbps,56012 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,40 ms,63 Mbps,8094 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,26 ms,576 Mbps,73830 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,63 ms,357 Mbps,45772 kB/s
132.226.214.36,443,2a0b:21c0:1007:1c8:0:e14d:a5e0:d75c,DE,Frankfurt,隧道,98 ms,121 Mbps,15564 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,49 ms,503 Mbps,64409 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,74 ms,441 Mbps,56524 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,85 ms,363 Mbps,46489 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,103 ms,235 Mbps,30105 kB/s
138.2.141.3,443,2606:f240:f00:2be4:0:aed0:c76a:4d34,US,Frankfurt,隧道,95 ms,220 Mbps,28160 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,72 ms,239 Mbps,30617 kB/s
34.82.76.253,443,34.127.99.199,US,Seattle,隧道,96 ms,341 Mbps,43724 kB/s
35.197.23.75,443,35.212.152.202,US,Seattle,隧道,86 ms,344 Mbps,44134 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,8 ms,62 Mbps,8026 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,91 ms,240 Mbps,30720 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,96 ms,296 Mbps,37990 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,93 ms,460 Mbps,58982 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,105 ms,229 Mbps,29388 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,12 ms,116 Mbps,14848 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,99 ms,45 Mbps,5778 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,13 ms,151 Mbps,19353 kB/s
35.230.79.26,443,35.212.152.202,US,Seattle,隧道,92 ms,329 Mbps,42188 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,72 ms,254 Mbps,32563 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,91 ms,260 Mbps,33382 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,99 ms,275 Mbps,35225 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,92 ms,27 Mbps,3480 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,90 ms,14 Mbps,1833 kB/s
152.70.214.15,443,2603:c021:c000:ba8c:5a47:c0e5:b682:31cb,BR,S
