中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
3.144.191.4,443,3.144.191.4,US,Chicago,中转,25 ms,564 Mbps,72294 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,25 ms,425 Mbps,54476 kB/s
47.253.152.99,443,47.253.152.99,US,Ashburn,中转,3 ms,393 Mbps,50380 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,46 ms,54 Mbps,6921 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,46 ms,637 Mbps,81612 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,19 ms,7 Mbps,962 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,83 ms,44 Mbps,5753 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,6 ms,56 Mbps,7216 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,93 ms,248 Mbps,31744 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,79 ms,269 Mbps,34508 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,89 ms,16 Mbps,2170 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,81 ms,33 Mbps,4229 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,85 ms,260 Mbps,33382 kB/s
143.47.185.119,443,2a0b:21c0:1007:1c8:0:9b1d:610b:5b43,DE,Frankfurt,隧道,99 ms,262 Mbps,33587 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,85 ms,48 Mbps,6184 kB/s
35.197.23.75,443,35.212.201.120,US,Seattle,隧道,76 ms,395 Mbps,50585 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,94 ms,256 Mbps,32870 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,95 ms,256 Mbps,32768 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,103 ms,28 Mbps,3628 kB/s
47.90.141.204,443,91.149.239.145,US,Los Angeles,隧道,2 ms,32 Mbps,4187 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,90 ms,281 Mbps,36044 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,199 ms,104 Mbps,13312 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,111 ms,288 Mbps,36864 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,131 ms,302 Mbps,38707 kB/s
141.144.199.182,443,2a0b:21c0:100a:1b2:0:cca6:489:b50a,DE,Frankfurt,隧道,113 ms,135 Mbps,17305 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,93 ms,49 Mbps,6341 kB/s
35.230.79.26,443,35.212.201.120,US,Seattle,隧道,78 ms,372 Mbps,47718 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,85 ms,364 Mbps,46592 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,117 ms,248 Mbps,31744 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,72 ms,339 Mbps,43417 kB/s
34.82.76.253,443,34.127.99.199,US,Seattle,隧道,98 ms,374 Mbps,47923 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,167 ms,113 Mbps,14540 kB/s
8.219.248.131,443,8.222.222.65,SG,Singapore,隧道,229 ms,59 Mbps,7552 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,146 ms,20 Mbps,2671 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,81 ms,47 Mbps,6134 kB/s
132.145.66.58,443,2a0b:21c0:1007:1c7:0:f5bd:8091:ad8e,DE,Frankfurt,隧道,95 ms,121 Mbps,15564 kB/s
8.222.218.125,443,8.222.220.238,SG,Singapore,隧道,246 ms,58 Mbps,7545 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,186 ms,77 Mbps,9954 kB/s
146.56.146.67,443,146.56.146.67,KR,Seoul,中转,206 ms,69 Mbps,8902 kB/s
47.254.17.234,443,47.254.17.234,US,San Jose,中转,74 ms,43 Mbps,5518 kB/s
150.230.249.48,443,150.230.249.48,KR,Seoul,中转,182 ms,95 Mbps,12185 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,102 ms,51 Mbps,6540 kB/s
194.36.24.34,443,2a0f:5707:fa21::1,US,San Jose,隧道,75 ms,411 Mbps,52633 kB/s
132.145.231.51,443,2a0b:21c0:1007:c8:0:1735:a889:793,DE,Frankfurt,隧道,102 ms,129 Mbps,16588 kB/s
158.101.215.51,443,2a0b:21c0:1007:c9:0:3778:7eda:dad,DE,Frankfurt,隧道,99 ms,236 Mbps,30310 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,222 ms,64 Mbps,8311 kB/s
168.138.194.74,443,168.138.194.74,JP,Tokyo,中转,241 ms,57 Mbps,7398 kB/s
8.219.138.141,443,8.219.142.198,SG,Singapore,隧道,265 ms,55 Mbps,7143 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,244 ms,55 Mbps,7100 kB/s
141.147.165.93,443,141.147.165.93,JP,Tokyo,中转,252 ms,32 Mbps,4150 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,242 ms,92 Mbps,11878 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,101 ms,6 Mbps,887 kB/s
129.154.46.115,443,104.28.201.82,IN,Hyderabad,隧道,218 ms,35 Mbps,4580 kB/s
144.21.50.91,443,2606:f240:f00:5a42:0:fbed:e27f:4067,US,Frankfurt,隧道,94 ms,149 Mbps,19148 kB/s
193.123.81.105,443,193.123.81.105,AE,Paris,中转,212 ms,35 Mbps,4578 kB/s
8.212.48.236,443,47.76.21.97,HK,Hong Kong,隧道,252 ms,75 Mbps,9624 kB/s
8.219.110.248,443,47.245.127.33,SG,Singapore,隧道,249 ms,41 Mbps,5279 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,256 ms,38 Mbps,4962 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,271 ms,2 Mbps,302 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,250 ms,26 Mbps,3410 kB/s
8.219.202.225,443,8.222.236.107,SG,Singapore,隧道,247 ms,57 Mbps,7298 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,234 ms,34 Mbps,4385 kB/s
150.230.201.73,443,2602:ffe4:407:20d9:0:9e2b:82bd:37a2,SG,Singapore,隧道,277 ms,64 Mbps,8298 kB/s
8.212.44.95,443,47.76.21.99,HK,Hong Kong,隧道,244 ms,66 Mbps,8478 kB/s
8.219.255.86,443,47.236.58.234,SG,Singapore,隧道,244 ms,61 Mbps,7857 kB/s
8.219.212.146,443,47.236.51.143,SG,Singapore,隧道,243 ms,58 Mbps,7524 kB/s
152.67.96.55,443,152.67.96.55,AU,Sydney,中转,209 ms,38 Mbps,4898 kB/s
8.213.237.199,443,8.213.237.199,TH,Bangkok,中转,284 ms,50 Mbps,6451 kB/s
8.222.169.45,443,47.236.51.143,SG,Singapore,隧道,245 ms,60 Mbps,7771 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,252 ms,66 Mbps,8510 kB/s
150.230.196.248,443,150.230.196.248,JP,Tokyo,中转,237 ms,32 Mbps,4213 kB/s
8.222.161.125,443,8.222.222.65,SG,Singapore,隧道,251 ms,55 Mbps,7069 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,227 ms,37 Mbps,4767 kB/s
8.222.178.209,443,47.236.51.143,SG,Singapore,隧道,261 ms,56 Mbps,7170 kB/s
158.178.238.239,443,104.28.222.43,SG,Singapore,隧道,245 ms,32 Mbps,4193 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,216 ms,36 Mbps,4646 kB/s
8.219.217.16,443,8.222.210.246,SG,Singapore,隧道,243 ms,55 Mbps,7069 kB/s
8.219.104.94,443,47.245.125.52,SG,Singapore,隧道,307 ms,53 Mbps,6827 kB/s
8.219.233.96,443,47.245.84.175,SG,Singapore,隧道,254 ms,51 Mbps,6554 kB/s
8.219.180.153,443,47.236.58.234,SG,Singapore,隧道,269 ms,51 Mbps,6545 kB/s
8.222.211.81,443,8.222.236.107,SG,Singapore,隧道,260 ms,64 Mbps,8297 kB/s
