中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,,San Jose,中转,0 ms,320 Mbps,40960 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,5 ms,755 Mbps,96665 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,1 ms,396 Mbps,50790 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,26 ms,595 Mbps,76185 kB/s
35.197.23.75,443,35.212.156.18,US,Seattle,隧道,29 ms,904 Mbps,115712 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,63 ms,384 Mbps,49152 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,2 ms,621 Mbps,79564 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,17 ms,888 Mbps,113664 kB/s
129.146.7.98,443,2a09:bac5:60ef:1173::1bd:ed,US,Los Angeles,隧道,42 ms,71 Mbps,9103 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,88 ms,303 Mbps,38809 kB/s
192.9.146.103,443,192.9.146.103,US,Los Angeles,中转,13 ms,752 Mbps,96358 kB/s
34.82.76.253,443,34.83.80.46,US,Seattle,隧道,38 ms,928 Mbps,118784 kB/s
35.230.79.26,443,35.212.156.18,US,Seattle,隧道,32 ms,800 Mbps,102400 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,49 ms,30 Mbps,3912 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,38 ms,293 Mbps,37580 kB/s
155.248.196.123,443,155.248.196.123,US,Toronto,中转,14 ms,51 Mbps,6615 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,111 ms,193 Mbps,24780 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,71 ms,43 Mbps,5507 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,148 ms,125 Mbps,16076 kB/s
