中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,1 ms,1632 Mbps,208896 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,6 ms,1400 Mbps,179200 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,9 ms,59 Mbps,7634 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,21 ms,627 Mbps,80281 kB/s
129.146.7.98,443,2a09:bac5:60eb:1173::1bd:11a,US,Los Angeles,隧道,62 ms,42 Mbps,5456 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,66 ms,232 Mbps,29798 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,70 ms,343 Mbps,43929 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,66 ms,312 Mbps,40038 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,83 ms,270 Mbps,34611 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,74 ms,416 Mbps,53350 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,69 ms,282 Mbps,36147 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,94 ms,256 Mbps,32768 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,100 ms,296 Mbps,37888 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,65 ms,347 Mbps,44441 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,72 ms,10 Mbps,1364 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,89 ms,299 Mbps,38297 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,82 ms,36 Mbps,4637 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,85 ms,249 Mbps,31948 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,106 ms,43 Mbps,5563 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,97 ms,44 Mbps,5697 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,69 ms,196 Mbps,25190 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,121 ms,231 Mbps,29593 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,101 ms,38 Mbps,4882 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,97 ms,37 Mbps,4832 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,172 ms,108 Mbps,13926 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,172 ms,36 Mbps,4629 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,180 ms,2 Mbps,362 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,78 ms,0 Mbps,55 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,201 ms,29 Mbps,3835 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,172 ms,34 Mbps,4424 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,233 ms,33 Mbps,4253 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,217 ms,84 Mbps,10854 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,223 ms,66 Mbps,8473 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,228 ms,34 Mbps,4414 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,249 ms,2 Mbps,313 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,250 ms,0 Mbps,78 kB/s
